Segment Id	Segment Name	Last Updated On
3921	zeotap > Italy > Demographics > Mums	2018-02-23 05:48:43
471	zeotap > Italy > Mobile Contract > Customer Type: Business	2018-02-23 04:17:16
2990	zeotap > UK > Interest > Hobbies & Interests > Video & Computer Games	2018-03-04 04:31:16
3108	zeotap > Germany > Demographics > Age: 18-24	2018-03-04 04:00:47
3578	zeotap > Spain > Demographics > Top Cities	
3255	zeotap > DE > Interest > Soccer Enthusiast	2018-03-04 04:00:47
3124	zeotap > UK > Interest > Technology & Computing	2018-03-04 03:53:21
4467	zeotap > Germany > Interest > Mobile Shoppers (App Usage)	2018-02-05 06:29:45
4324	zeotap > USA > Interest > Game Music (App Usage)	2018-03-04 20:26:41
2998	zeotap > UK > Interest > Technology & Computing > Entertainment	2018-03-04 04:31:16
3951	zeotap > Italy > Demographics > Region: Lombardia	2018-02-23 05:48:43
3547	zeotap > GB > Sports (Contextual)	2018-03-04 04:31:16
5300	zeotap > UK > Custom Audience > P&G > A25-44	2018-03-04 04:31:16
470	zeotap > Italy > Mobile Contract > Customer Type: Consumer	2018-02-23 04:17:16
3156	zeotap > Italy > Interest > Society	2018-02-23 04:17:16
5092	zeotap > Italy > Interest > News (App Usage)	2018-02-27 11:01:24
462	zeotap > Italy > Demographics > Age: 55-64	2018-02-23 04:17:16
5214	zeotap > Italy > Interest > News (App Usage)	2018-02-27 11:01:24
3868	zeotap > Italy > Demographics > Province: Cagliari	2018-02-23 04:17:16
3136	zeotap > UK > Interest > Arts & Entertainment > Music	2018-03-04 03:53:21
4136	zeotap > DE > Audience Discovery	2018-03-04 04:00:47
3929	zeotap > Italy > Demographics > Province: Messina	2018-02-23 05:48:43
3941	zeotap > Italy > Demographics > Province: Venezia	2018-02-23 05:48:43
5560	zeotap > Spain > Demographic > Province: Córdoba	2018-03-04 07:46:41
5521	zeotap > Spain > Demographic > Province: Guadalajara	2018-03-04 07:46:41
2997	zeotap > UK > Interest > Technology & Computing	2018-03-04 04:31:16
4519	zeotap > UK > Interest > Fashion Enthusiasts (App Usage)	2018-02-19 07:41:40
4733	zeotap > Spain > Interest > Travellers	2018-02-27 12:29:58
5140	zeotap > Italy > Demographics > Language: English	2018-02-28 18:19:58
3915	zeotap > Italy > Demographic > Young City Professionals	2018-02-23 05:48:43
5207	zeotap > Italy > Interest > Hobbies & Interests > Photography	2018-02-28 18:19:58
3530	zeotap > Italy > Demographics > Province: Genova	2018-02-23 04:17:16
3134	zeotap > UK > Interest > Hobbies & Interests > Board Games/Puzzles	2018-03-04 03:53:21
3262	zeotap > Spain > Demographics > Age: 35-44	2018-02-23 03:33:30
3938	zeotap > Italy > Demographics > Province: Sassari	2018-02-23 05:48:43
4885	zeotap > UK > Interest > Fashion Enthusiasts (App Usage)	2018-02-19 07:41:40
3949	zeotap > Italy > Demographics > Region: Lazio	2018-02-23 05:48:43
5158	zeotap > Italy > Demographics > Province: Palermo	2018-02-28 18:19:58
5019	zeotap > Italy > Demographics > Province: Bologna	2018-03-05 07:53:19
4520	zeotap > UK > Interest > Fashion Enthusiasts (App Usage)	2018-02-19 07:41:40
451	zeotap > Spain > Demographics > Age: 25-34	2018-03-01 05:15:14
5242	zeotap > Spain > Demographics > Household Size: 3	
3228	zeotap > Italy > Demographics > Audience Discovery	2018-02-23 04:17:16
4188	zeotap > Italy > Custom > Business & Finance	2018-02-19 09:21:56
4003	zeotap > Spain > Demographic > Province: Santa Cruz de Tenerife	2018-02-23 03:33:30
4124	zeotap > DE > Demographics: Women, Age: 45+	2018-03-04 04:00:47
3123	zeotap > UK > Interest > Technology & Computing > Entertainment	2018-03-04 03:53:21
4277	zeotap > USA > Interest > Catalogs (App Usage)	2018-03-04 18:05:04
5073	zeotap > Italy > Interest > Hobbies & Interests > Photography	2018-03-05 07:53:19
4094	zeotap > DE > Demographics > Age: 18-44	2018-03-04 04:00:47
4734	zeotap > Spain > Interest > Travellers	2018-02-27 12:29:58
5495	zeotap > Spain > Demographic > Province: Santander	2018-02-28 18:04:29
3984	zeotap > Spain > Demographic > Province: Huesca	2018-02-23 03:33:30
3126	zeotap > UK > Interest > Sports > Auto Racing	2018-03-04 03:53:21
4000	zeotap > Spain > Demographic > Province: Pontevedra	2018-02-23 03:33:30
3953	zeotap > Italy > Demographics > Region: Molise	2018-02-23 05:48:43
3328	zeotap > Italy > Custom > Business & Finance	2018-02-19 09:21:56
5559	zeotap > Spain > Demographic > Province: Burgos	2018-03-04 07:46:41
4906	zeotap > Spain > Interest > Travellers	2018-02-27 12:29:58
2992	zeotap > UK > Interest > Science > Weather	2018-03-04 04:31:16
3125	zeotap > UK > Interest > Sports > NASCAR Racing	2018-03-04 03:53:21
3131	zeotap > UK > Interest > Hobbies & Interests > Video & Computer Games	2018-03-04 03:53:21
2988	zeotap > UK > Interest > Hobbies & Interests > Photography	2018-03-04 04:31:16
3948	zeotap > Italy > Demographics > Region: Friuli-Venezia Giulia	2018-02-23 05:48:43
4735	zeotap > Spain > Interest > Travellers	2018-02-27 12:29:58
3872	zeotap > Italy > Demographics > Province: Trieste	2018-02-23 04:17:16
5332	zeotap > Spain > Demographics > Age: 45-54	2018-03-04 07:46:41
3353	zeotap > France > Demographics > Gender: Female	2018-03-04 04:29:14
3362	zeotap > France > Demographics > Age: 25-34	2018-03-04 04:29:14
3374	zeotap > France > Demographics > Age: 65+	2018-03-04 04:29:14
2999	zeotap > Germany > Demographics > Age: 18-24	2018-03-04 04:49:08
3539	zeotap > DE > Entertainment (Contextual)	2018-03-04 04:49:08
4128	zeotap > DE > Demographics: Men, Age: 18-49	2018-03-04 04:49:08
4471	zeotap > Germany > Interest > TV, Cinema, Mobile Video Streamers (App Usage)	2018-02-05 06:21:35
3317	zeotap > US > Christmas Decoration Shoppers	
4010	zeotap > Spain > Demographic > Province: Toledo	2018-02-23 03:33:30
2974	zeotap > Italy > Mobile Contract > Payment Type: Pre-paid	2018-02-23 05:48:43
5196	zeotap > Italy > Interest > Black Friday Shoppers (App Usage)	2018-02-27 07:54:43
3180	zeotap > Spain > Demographic > Geo: Coast Area	2018-02-23 03:54:42
4134	zeotap > DE > Demographics: Men, Age: 25-49	2018-03-04 04:49:08
5256	zeotap > Spain > Interest > Auto - SUV	
3359	zeotap > France > Demographics > Age: 18-24	2018-03-04 04:29:14
4189	zeotap > Italy > Custom > Health & Fitness	2018-02-19 09:22:38
3330	zeotap > Italy > Custom > Health & Fitness	2018-02-19 09:22:38
4195	Zeotap > Spain > Appusage > Dating	2018-03-05 08:05:57
1259	zeotap > Spain > Demographics > Age: 45-54	2018-02-27 14:41:12
4470	zeotap > Germany > Interest > TV, Cinema, Mobile Video Streamers (App Usage)	2018-02-05 06:21:35
5260	zeotap > Spain > Interest > Business Decision Makers	
3933	zeotap > Italy > Demographics > Province: Palermo	2018-02-23 05:48:43
5432	Zeotap > Spain > Appusage > Dating	2018-03-05 08:05:57
4131	zeotap > DE > Demographics: Women, Age: 18-49	2018-03-04 04:49:08
5146	zeotap > Italy > Demographics > Nationality: Europeans (Non-Italians)	2018-02-28 18:11:46
3371	zeotap > France > Demographics > Age: 55-64	2018-03-04 04:29:14
4954	zeotap > Spain > Interest > Easter - Travel Top Destination	2018-02-23 03:54:42
5301	zeotap > France > Custom Audience > P&G > F18-34	2018-03-04 04:29:14
5367	Zeotap > Italy > Appusage > Travel	2018-03-05 10:05:16
5046	zeotap > Italy > Demographics > Province: Cagliari	2018-03-05 07:53:19
3185	zeotap > Spain > Demographic > Language: Spanish	2018-02-23 03:54:42
4088	Zeotap > Italy > Appusage > Travel	2018-03-05 10:05:16
4860	Zeotap > Spain > Appusage > Dating	2018-03-05 08:05:57
4194	Zeotap > Spain > Appusage > Dating	2018-03-05 08:05:57
5244	zeotap > Spain > Demographics > Income: High	
5152	zeotap > Italy > Demographics > Province: Genova	2018-02-28 18:11:46
3947	zeotap > Italy > Demographics > Region: Emilia-Romagna	2018-02-23 05:48:43
3154	zeotap > Italy > Interest > Sports	2018-02-23 04:17:16
2966	zeotap > Italy > Demographics > Gender: Male / Men	2018-02-23 05:48:43
5275	zeotap > Spain > Interest > Retail - FMCG	2018-02-27 01:43:15
3957	zeotap > Italy > Demographics > Region: Sicilia	2018-02-23 05:48:43
4186	Zeotap > Italy > Appusage > Travel	2018-03-05 10:05:16
3923	zeotap > Italy > Demographics > Province: Bologna	2018-02-23 05:48:43
4256	zeotap > Spain > Interest > Retail - FMCG	2018-02-27 01:43:15
5049	zeotap > Italy > Demographics > Region: Veneto	2018-03-05 07:53:19
4523	zeotap > UK > Interest > Car Sharing & Cabs (App Usage)	2018-02-19 07:26:19
5499	zeotap > Spain > Demographic > Province: Tarragona	2018-02-28 18:04:29
5252	zeotap > Spain > Demographics > Silver Surfers	
3178	zeotap >Spain > Custom > Audience Discovery	2018-02-23 03:54:42
3936	zeotap > Italy > Demographics > Province: Reggio Emilia	2018-02-23 05:48:43
4904	zeotap > Spain > Interest > Retail - FMCG	2018-02-27 01:43:15
4883	zeotap > UK > Interest > Car Sharing & Cabs (App Usage)	2018-02-19 07:26:19
4738	zeotap > Spain > Interest > Auto Enthusiasts	2018-02-27 12:26:28
5289	zeotap > Spain > Mobile Contract > Payment Type: Pre-paid	
3946	zeotap > Italy > Demographics > Region: Campania	2018-02-23 05:48:43
5065	zeotap > Italy > Interest > Sports > Auto Racing	2018-03-05 07:53:19
3458	zeotap > US > Mobile Contract > T Mobile App Subscribers	2018-03-05 12:25:51
4473	zeotap > Germany > Interest > Mothers (App Usage)	2018-02-08 23:51:21
3396	zeotap > Spain > Mobile Contract > Customer Type: Freelance	2018-02-27 14:41:12
4522	zeotap > UK > Interest > Car Sharing & Cabs (App Usage)	2018-02-19 07:26:19
4474	zeotap > Germany > Interest > Mothers (App Usage)	2018-02-08 23:51:21
3046	zeotap > Spain > Demographic > Province: Salamanca	2018-02-27 14:41:12
3027	zeotap > Spain > Demographic > Province: Guadalajara	2018-02-27 14:41:12
4736	zeotap > Spain > Interest > Auto Enthusiasts	2018-02-27 12:26:28
3963	zeotap > Italy > Demographics > Region: Veneto	2018-02-23 05:48:43
3132	zeotap > UK > Interest > Hobbies & Interests > Role Playing Games	2018-03-04 03:53:21
4068	zeotap > Italy > Demographics > Region: Molise	2018-02-23 05:25:22
5500	zeotap > Spain > Demographic > Province: Teruel	2018-02-28 18:04:29
3390	zeotap > Italy > Custom > Online Shopping	2018-02-19 09:32:02
3967	zeotap > Spain > Demographic > Province: Alicante	2018-02-23 03:33:30
5532	zeotap > Spain > Demographic > Province: Murcia	2018-03-04 07:46:41
4737	zeotap > Spain > Interest > Auto Enthusiasts	2018-02-27 12:26:28
3927	zeotap > Italy > Demographics > Province: Genova	2018-02-23 05:48:43
4190	zeotap > Italy > Custom > Online Shopping	2018-02-19 09:32:02
4168	zeotap > Spain > Demographic > Generation X	2018-02-27 14:41:12
3139	zeotap > UK > Demographics > Age: 65+	2018-03-04 03:53:21
1277	zeotap > Italy > Demographics > Gender: Male / Men	2018-02-23 05:25:22
4281	zeotap > USA > Interest > Game Adventure (App Usage)	2018-03-04 18:26:26
5238	zeotap > Spain > Demographics > Age: 18+	
3836	zeotap > Italy > Demographics > Region: Umbria	2018-02-23 04:17:16
3999	zeotap > Spain > Demographic > Province: Palma de Mallorca	2018-02-23 03:33:30
4477	zeotap > Germany > Interest > Singles & Dating (App Usage)	2018-02-05 06:25:26
5268	zeotap > Spain > Interest > Hobbies & Interests > Role Playing Games	
5170	zeotap > Italy > Demographics > Region: Calabria	2018-02-28 18:19:58
3135	zeotap > UK > Interest > Hobbies & Interests	2018-03-04 03:53:21
4476	zeotap > Germany > Interest > Singles & Dating (App Usage)	2018-02-05 06:25:26
3959	zeotap > Italy > Demographics > Region: Trentino-Alto Adige	2018-02-23 05:48:43
2962	zeotap > Italy > Demographics > Age: 45-54	2018-02-23 05:48:43
2963	zeotap > Italy > Demographics > Age: 55-64	2018-02-23 05:48:43
3044	zeotap > Spain > Demographic > Province: Palma de Mallorca	2018-02-27 14:41:12
4022	zeotap > Spain > Demographics > Region: Central Spain	2018-02-23 03:33:30
3925	zeotap > Italy > Demographics > Province: Catania	2018-02-23 05:48:43
2972	zeotap > Italy > Mobile Contract > Customer Type: Consumer	2018-02-23 05:48:43
4211	Zeotap > Spain > Appusage > Travel	2018-03-05 10:38:33
3756	zeotap > Italy > Demographics > Province: La Spezia	2018-02-23 04:17:16
467	zeotap > Italy > Demographics > Region: Nielsen Area 4	2018-02-23 04:17:16
3127	zeotap > UK > Interest > Sports	2018-03-04 03:53:21
3926	zeotap > Italy > Demographics > Province: Ferrara	2018-02-23 05:48:43
2984	zeotap > UK > Interest > Arts & Entertainment > Books & Literature	2018-03-04 04:31:16
3000	zeotap > Germany > Demographics > Age: 25-34	2018-03-04 04:49:08
4055	zeotap > Italy > Demographics > Province: Trieste	2018-02-23 05:25:22
4048	zeotap > Italy > Demographics > Province: Palermo	2018-02-23 05:25:22
5150	zeotap > Italy > Demographics > Province: Catania	2018-02-28 18:11:46
1292	zeotap > Italy > Mobile Contract > Customer Type: Business	2018-02-23 05:25:22
4526	zeotap > UK > Interest > Household Decision Makers (App Usage)	2018-02-19 07:43:26
3840	zeotap > Italy > Demographics > Region: Molise	2018-02-23 04:17:16
3146	zeotap > Italy > Interest > Technology & Computing > Entertainment	2018-02-23 04:17:16
466	zeotap > Italy > Demographics > Region: Nielsen Area 3	2018-02-23 04:17:16
4525	zeotap > UK > Interest > Household Decision Makers (App Usage)	2018-02-19 07:43:26
3970	zeotap > Spain > Demographic > Province: Badajoz	2018-02-23 03:33:30
5549	zeotap > Spain > Demographic > Province: Vitoria	2018-03-04 07:46:41
4210	Zeotap > Spain > Appusage > Travel	2018-03-05 10:38:33
5303	zeotap > France > Custom Audience > P&G > F18-39	2018-03-04 04:29:14
4888	zeotap > UK > Interest > Household Decision Makers (App Usage)	2018-02-19 07:43:26
3370	zeotap > France > Demographics > Age: 55-64	2018-03-04 03:47:43
4064	zeotap > Italy > Demographics > Region: Lazio	2018-02-23 05:25:22
3367	zeotap > France > Demographics > Age: 45-54	2018-03-04 03:47:43
3760	zeotap > Italy > Demographics > Province: Palermo	2018-02-23 04:17:16
5550	zeotap > Spain > Demographic > Province: Zamora	2018-03-04 07:46:41
4070	zeotap > Italy > Demographics > Region: Puglia	2018-02-23 05:25:22
4283	zeotap > USA > Interest > Parenting (App Usage)	2018-03-04 18:22:54
4098	zeotap > DE > Demographics > Age: 25-44	2018-03-04 04:49:08
2991	zeotap > UK > Interest > News	2018-03-04 04:31:16
2957	zeotap > Italy > Demographics > Age: 25-34	2018-02-23 05:48:43
4067	zeotap > Italy > Demographics > Region: Marche	2018-02-23 05:25:22
4074	zeotap > Italy > Demographics > Region: Trentino-Alto Adige	2018-02-23 05:25:22
3788	zeotap > Italy > Demographics > Region: Puglia	2018-02-23 04:17:16
3939	zeotap > Italy > Demographics > Province: Torino	2018-02-23 05:48:43
3928	zeotap > Italy > Demographics > Province: La Spezia	2018-02-23 05:48:43
3969	zeotap > Spain > Demographic > Province: Asturias	2018-02-23 03:33:30
3293	zeotap > Italy > Demographics > Age & Gender: Male / Men, 45 - 54	2018-02-23 04:17:16
4213	zeotap > Spain > Identity > McDonalds new users	2018-02-19 11:07:47
3734	zeotap > India > Interest > Shopping	
3735	zeotap > India > Geo > Tamil nadu	
3736	zeotap > India > Geo > Tamil nadu_1	
4479	zeotap > Germany > Interest > Music Lovers (App Usage)	2018-02-14 12:47:54
5266	zeotap > Spain > Interest > Hobbies & Interests > Board Games/Puzzles	
2995	zeotap > UK > Interest > Sports > Auto Racing	2018-03-04 04:31:16
5346	zeotap > Spain > Demographics > Region: Canaris	2018-03-04 07:46:41
5304	zeotap > France > Custom Audience > P&G > F18+	2018-03-04 04:29:14
3259	zeotap > Spain > Demographics > Age: 65+	2018-02-23 03:33:30
455	zeotap > Spain > Demographics > Age: 65+	2018-03-01 05:16:24
1290	zeotap > Italy > Mobile Contract > Payment Type: Post-paid	2018-02-23 05:25:22
4106	zeotap > DE > Demographics: Women, Age: 18-24	2018-03-04 04:00:47
2979	zeotap > UK > Demographics > Age: 55-64	2018-03-04 04:31:16
3856	zeotap > Italy > Demographics > Province: Parma	2018-02-23 04:17:16
4480	zeotap > Germany > Interest > Music Lovers (App Usage)	2018-02-14 12:47:54
3778	zeotap > Italy > Demographics > Province: Venezia	2018-02-23 04:55:39
5349	zeotap > Spain > Demographic > Province: Asturias	2018-03-04 07:46:41
2993	zeotap > UK > Interest > Society	2018-03-04 04:31:16
5233	zeotap > Italy > Interest > Weather (App Usage)	2018-02-27 10:25:49
4006	zeotap > Spain > Demographic > Province: Sevilla	2018-02-23 03:33:30
4740	zeotap > Spain > Interest > Sports Enthusiasts	2018-02-27 12:38:02
4625	zeotap > Italy > Interest > Weather (App Usage)	2018-02-27 10:25:49
3128	zeotap > UK > Interest > Society	2018-03-04 03:53:21
5543	zeotap > Spain > Demographic > Province: Soria	2018-03-04 07:46:41
4346	zeotap > USA > Interest > Comics (App Usage)	2018-03-04 21:09:42
3980	zeotap > Spain > Demographic > Province: Girona	2018-02-23 03:33:30
5350	zeotap > Spain > Demographic > Province: Albacete	2018-03-04 07:46:41
5458	zeotap > Spain > Demographic > Province: Alicante	
5123	zeotap > Italy > Interest > Weather (App Usage)	2018-02-27 10:25:49
4218	zeotap > Spain > Interest > Motorbikes	2018-02-19 09:27:40
4997	zeotap > Italy > Mobile Contract > Payment Type: Post-paid	2018-03-05 07:53:19
5344	zeotap > Spain > Demographics > Region: Northern Spain	2018-03-04 07:46:41
4303	zeotap > USA > Interest > Social Networking (App Usage)	2018-03-04 21:10:45
5461	zeotap > Spain > Demographic > Province: Badajoz	
4624	zeotap > Italy > Interest > Weather (App Usage)	2018-02-27 10:25:49
4741	zeotap > Spain > Interest > Sports Enthusiasts	2018-02-27 12:38:02
3924	zeotap > Italy > Demographics > Province: Cagliari	2018-02-23 05:48:43
5012	zeotap > Italy > Demographics > Province: Genova	2018-03-05 07:53:19
3920	zeotap > Italy > Demographics > Income: High	2018-02-23 05:48:43
3392	zeotap > Spain > Mobile Contract > Customer Type: Small Business	2018-02-23 03:54:42
5514	zeotap > Spain > Demographic > Province: Cáceres	2018-03-04 07:46:41
5287	zeotap > Spain > Mobile Contract > Customer Type: Small Business & Freelance	
3141	zeotap > UK > Demographics > Gender: Male / Men	2018-03-04 03:53:21
5169	zeotap > Italy > Demographics > Region: Basilicata	2018-02-28 18:19:58
3191	zeotap > Spain > Interest > Hobbies & Interests	2018-02-23 03:54:42
5318	zeotap > Spain > Demographics > Age: 55-64	2018-03-04 07:46:41
3133	zeotap > UK > Interest > Hobbies & Interests > Photography	2018-03-04 03:53:21
5555	zeotap > Spain > Demographic > Province: Salamanca	2018-03-04 07:46:41
3114	zeotap > Germany > Demographics > Gender: Female / Women	2018-03-04 04:00:47
4285	zeotap > USA > Interest > Game Card (App Usage)	2018-03-04 19:02:07
5519	zeotap > Spain > Demographic > Province: Granada	2018-03-04 07:46:41
5534	zeotap > Spain > Demographic > Province: Ourense	2018-03-04 07:46:41
5541	zeotap > Spain > Demographic > Province: Santander	2018-03-04 07:46:41
5265	zeotap > Spain > Interest > Hobbies & Interests	
4221	zeotap > Spain > Interest > Travel	2018-02-19 09:52:04
4043	zeotap > Italy > Demographics > Province: La Spezia	2018-02-23 05:25:22
5067	zeotap > Italy > Interest > Technology & Computing	2018-03-05 07:53:19
4075	zeotap > Italy > Demographics > Region: Umbria	2018-02-23 05:25:22
3916	zeotap > Italy > Demographics > Age > Generation: Baby Boomers (55+)	2018-02-23 05:48:43
5240	zeotap > Spain > Demographics > Household Size: 1	
3600	zeotap > Canada > Gillette II	2018-03-04 03:46:11
5306	zeotap > France > Custom Audience > P&G > A18-34	2018-03-04 04:29:14
5551	zeotap > Spain > Demographic > Province: Zaragoza	2018-03-04 07:46:41
4529	zeotap > UK > Interest > Families (App Usage)	2018-02-19 07:44:44
4039	zeotap > Italy > Demographics > Province: Cagliari	2018-02-23 05:25:22
4178	zeotap > India > Custom > Horlicks (Retarget)	2018-02-19 09:31:40
4528	zeotap > UK > Interest > Families (App Usage)	2018-02-19 07:44:44
5545	zeotap > Spain > Demographic > Province: Teruel	2018-03-04 07:46:41
3540	zeotap > DE > Fitness (Contextual)	2018-03-04 04:49:08
5053	zeotap > Italy > Interest > Hobbies & Interests > Video & Computer Games	2018-03-05 07:53:19
4032	zeotap > Italy > Demographics > Age > Generation: Gen X (35 - 54)	2018-02-23 05:25:22
4884	zeotap > UK > Interest > Families (App Usage)	2018-02-19 07:44:44
4179	zeotap > India > Custom > Horlicks (Retarget)	2018-02-19 09:31:40
5241	zeotap > Spain > Demographics > Household Size: 2	
5553	zeotap > Spain > Demographic > Province: Madrid	2018-03-04 07:46:41
3538	zeotap > Canada > Sports (Contextual)	2018-03-04 03:46:11
3609	zeotap > Italy > Interest > Hobbies & Interests > Video & Computer Games	2018-02-23 04:17:16
2915	zeotap > Spain > Mobile Contract > Payment Type: Pre-paid	2018-03-05 08:06:51
2918	zeotap > Spain > Mobile Contract > Customer Type: Small Business & Freelance	2018-03-05 08:06:51
3391	zeotap > Spain > Mobile Contract > Customer Type: Small Business	2018-03-05 08:06:51
2916	zeotap > Spain > Mobile Contract > Payment Type: Post-paid	2018-03-05 08:06:51
3537	zeotap > Canada > Fitness (Contextual)	2018-03-04 03:46:11
3748	zeotap > Italy > Demographics > Province: Bologna	2018-02-23 04:17:16
4227	zeotap > Spain > Demographics > Gender: Male / Men	2018-03-04 07:46:41
5005	zeotap > Italy > Demographics > Region: Lombardia	2018-03-05 07:53:19
5248	zeotap > Spain > Demographics > Region: Eastern Spain	
5251	zeotap > Spain > Demographics > Seniors	
5250	zeotap > Spain > Demographics > Region: Southern Spain	
3394	zeotap > Spain > Mobile Contract > Customer Type: Freelance	2018-03-05 08:06:51
5153	zeotap > Italy > Demographics > Province: La Spezia	2018-02-28 18:11:46
5226	zeotap > Italy > Interest > Sports > NASCAR Racing	2018-02-28 18:19:58
4069	zeotap > Italy > Demographics > Region: Piemonte	2018-02-23 05:25:22
5558	zeotap > Spain > Demographics > Region: Eastern Spain	2018-03-04 07:46:41
3030	zeotap > Spain > Demographic > Province: Jaén	2018-02-27 14:41:12
2986	zeotap > UK > Interest > Hobbies & Interests	2018-03-04 04:31:16
4591	zeotap > Italy > Interest > Photo Lovers (App Usage)	2018-02-27 10:37:02
5347	zeotap > Spain > Demographics > Region: Valladolid	2018-03-04 07:46:41
2996	zeotap > UK > Interest > Sports > NASCAR Racing	2018-03-04 04:31:16
3373	zeotap > France > Demographics > Age: 65+	2018-03-04 03:47:43
5039	zeotap > Italy > Demographics > Region: Friuli-Venezia Giulia	2018-03-05 07:53:19
3079	zeotap > Spain > Interest > Sports > NASCAR Racing	2018-02-27 14:41:12
3545	zeotap > GB > Entertainment (Contextual)	2018-03-04 04:31:16
4258	zeotap > Spain > Interest > Food Delivery	2018-02-27 01:29:59
5536	zeotap > Spain > Demographic > Province: Palma de Mallorca	2018-03-04 07:46:41
2978	zeotap > UK > Demographics > Age: 45-54	2018-03-04 04:31:16
5518	zeotap > Spain > Demographic > Province: Cuenca	2018-03-04 07:46:41
4311	zeotap > USA > Interest > Game Action (App Usage)	2018-03-04 21:16:31
3064	zeotap > Spain > Demographic > Language: Spanish	2018-02-27 16:01:09
5520	zeotap > Spain > Demographic > Province: Girona	2018-03-04 07:46:41
2983	zeotap > UK > Interest > Arts & Entertainment	2018-03-04 04:31:16
4177	zeotap > Germany > Interest > Travel	2018-03-05 11:43:59
5218	zeotap > Italy > Interest > Science > Weather	2018-02-28 18:19:58
5165	zeotap > Italy > Demographics > Province: Trieste	2018-02-28 18:19:58
5548	zeotap > Spain > Demographic > Province: Valladolid	2018-03-04 07:46:41
4987	zeotap > Italy > Demographics > Age: 45-54	2018-03-05 07:53:19
4219	zeotap > Spain > Interest > Motorbikes	2018-02-19 09:27:40
5554	zeotap > Spain > Demographic > Province: Huesca	2018-03-04 07:46:41
2975	zeotap > UK > Demographics > Age: 18-24	2018-03-04 04:31:16
4053	zeotap > Italy > Demographics > Province: Sassari	2018-02-23 05:25:22
3581	zeotap > Spain > Demographics > Top Cities	2018-02-23 04:43:41
5524	zeotap > Spain > Demographic > Province: La Coruña	2018-03-04 07:46:41
4742	zeotap > Spain > Interest > Mobile Banking	2018-02-27 13:06:58
4743	zeotap > Spain > Interest > Mobile Banking	2018-02-27 13:06:58
2771	zeotap > Spain > Demographics > Region: Valladolid	2018-02-26 13:28:44
1275	zeotap > Spain > Demographics > Region: Canaris	2018-03-05 08:06:51
5335	zeotap > Spain > Mobile Contract > Customer Type: Home & Family	2018-03-04 07:46:41
4176	zeotap > Germany > Interest > Travel	2018-03-05 11:43:59
4744	zeotap > Spain > Interest > Mobile Banking	2018-02-27 13:06:58
5334	zeotap > Spain > Mobile Contract > Payment Type: Post-paid	2018-03-04 07:46:41
2982	zeotap > UK > Demographics > Gender: Male / Men	2018-03-04 04:31:16
5192	zeotap > Italy > Interest > Arts & Entertainment > Music	2018-02-28 18:19:58
2994	zeotap > UK > Interest > Sports	2018-03-04 04:31:16
2861	zeotap > Spain > Demographic > Province: Vitoria	2018-03-05 08:06:51
2826	zeotap > Spain > Demographic > Province: Zaragoza	2018-03-05 08:06:51
2838	zeotap > Spain > Demographic > Province: Valladolid	2018-03-05 08:06:51
2859	zeotap > Spain > Demographic > Province: Valencia	2018-03-05 08:06:51
5097	zeotap > Italy > Interest > Photo Lovers (App Usage)	2018-02-27 10:37:02
2981	zeotap > UK > Demographics > Gender: Female / Women	2018-03-04 04:31:16
5264	zeotap > Spain > Interest > Food Delivery	2018-02-27 01:29:59
3893	zeotap > DE > Demographics > Age: 18-34	2018-03-04 04:49:08
2980	zeotap > UK > Demographics > Age: 65+	2018-03-04 04:31:16
5531	zeotap > Spain > Demographic > Province: Melilla	2018-03-04 07:46:41
5341	zeotap > Spain > Demographics > Region: Central Spain	2018-03-04 07:46:41
2834	zeotap > Spain > Demographic > Province: Toledo	2018-03-05 08:06:51
5527	zeotap > Spain > Demographic > Province: León	2018-03-04 07:46:41
5184	zeotap > Italy > Demographics > Region: Sardegna	2018-02-28 18:19:58
2840	zeotap > Spain > Demographic > Province: Soria	2018-03-05 08:06:51
3522	zeotap > Italy > Demographics > Province: Milano	2018-02-23 04:55:39
3918	zeotap > Italy > Demographics > Age > Generation: Millennials (18 - 34)	2018-02-23 05:48:43
2976	zeotap > UK > Demographics > Age: 25-34	2018-03-04 04:31:16
5516	zeotap > Spain > Demographic > Province: Castellón	2018-03-04 07:46:41
2987	zeotap > UK > Interest > Hobbies & Interests > Board Games/Puzzles	2018-03-04 04:31:16
5535	zeotap > Spain > Demographic > Province: Palencia	2018-03-04 07:46:41
4558	zeotap > Italy > Interest > Black Friday Shoppers (App Usage)	2018-02-27 07:54:43
5340	zeotap > Spain > Demographics > Region: Catalonia	2018-03-04 07:46:41
5173	zeotap > Italy > Demographics > Region: Lazio	2018-02-28 18:19:58
2863	zeotap > Spain > Demographic > Province: San Sebastián	2018-03-05 08:06:51
2833	zeotap > Spain > Demographic > Province: Santander	2018-03-05 08:06:51
2843	zeotap > Spain > Demographic > Province: Salamanca	2018-03-05 08:06:51
3350	zeotap > Italy > Demographics > Age > Generation: Gen X (35 - 54)	2018-02-23 04:17:16
5151	zeotap > Italy > Demographics > Province: Ferrara	2018-02-28 18:11:46
3115	zeotap > Germany > Demographics > Gender: Male / Men	2018-03-04 04:00:47
5319	zeotap > Spain > Demographics > Age: 65+	2018-03-04 07:46:41
3172	zeotap > Italy > Interest > Arts & Entertainment > Music	2018-02-23 04:17:16
